 STN,YYYYMMDD,H,   DD,   FH,   FF,   FX,    T, T10N,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   WW,   IX,    M,    R,    S,    O,    Y
  240,20200928,    7,  160,   10,   10,   20,  140,     ,  137,    0,    3,    0,    0,10070,    9,    9,   98,   34,    7,    1,    0,    0,    0,    0
  240,20200928,    8,  160,   10,   10,   20,  143,     ,  140,    0,    9,    0,    0,10070,    5,    8,   98,   34,    7,    1,    0,    0,    0,    0
  240,20200928,    9,  150,   10,   20,   20,  145,     ,  142,    0,   18,    0,    0,10074,    3,    9,   98,   34,    7,    1,    0,    0,    0,    0
  240,20200928,   10,  120,   20,   20,   30,  142,     ,  140,    0,   11,    0,    0,10077,    3,    9,   98,   33,    7,    1,    0,    0,    0,    0
  240,20200928,   11,  150,   20,   20,   30,  144,     ,  142,    0,   18,    3,    1,10079,    8,    9,   98,   32,    7,    1,    1,    0,    0,    0
  240,20200928,   12,  140,   20,   20,   20,  146,  140,  142,    0,   22,    0,    0,10082,   42,    8,   97,   20,    7,    1,    0,    0,    0,    0
  240,20200928,   13,  150,   20,   20,   30,  148,     ,  143,    0,   25,    0,    0,10082,   27,    8,   96,   10,    7,    0,    0,    0,    0,    0
  240,20200928,   14,  120,   20,   20,   20,  148,     ,  142,    0,   17,    0,   -1,10083,   30,    8,   96,   23,    7,    0,    1,    0,    0,    0
  240,20200928,   15,  160,   20,   20,   30,  147,     ,  143,    0,   21,    0,    0,10085,   15,    8,   97,   10,    7,    0,    0,    0,    0,    0
  240,20200928,   16,  160,   20,   20,   30,  145,     ,  142,    0,    8,    0,    0,10089,    8,    9,   98,   34,    7,    1,    0,    0,    0,    0
  240,20200928,   17,  140,   20,   30,   40,  139,     ,  136,    0,    2,    0,   -1,10097,   10,    8,   97,   23,    7,    1,    1,    0,    0,    0
  240,20200928,   18,  140,   30,   30,   40,  136,  138,  133,    0,    0,    0,    0,10102,    8,    8,   98,   34,    7,    1,    0,    0,    0,    0
  240,20200928,   19,  160,   30,   30,   40,  135,     ,  131,    0,    0,    0,    0,10107,   37,    8,   97,   20,    7,    1,    0,    0,    0,    0
  240,20200928,   20,  180,   30,   30,   40,  133,     ,  129,    0,    0,    0,    0,10112,   38,    8,   97,   10,    7,    0,    0,    0,    0,    0
  240,20200928,   21,  150,   30,   20,   40,  132,     ,  129,    0,    0,    0,    0,10116,    7,    9,   98,   34,    7,    1,    0,    0,    0,    0
  240,20200928,   22,  190,   30,   20,   40,  130,     ,  125,    0,    0,    0,   -1,10117,   41,    8,   96,   23,    7,    1,    1,    0,    0,    0
  240,20200928,   23,  170,   30,   20,   40,  129,     ,  125,    0,    0,    9,    9,10117,   25,    8,   97,   53,    7,    0,    1,    0,    0,    0
  240,20200928,   24,  180,   20,   10,   30,  132,  129,  128,    0,    0,    8,    3,10116,   31,    8,   97,   52,    7,    0,    1,    0,    0,    0
  240,20200929,    1,  170,   10,   10,   20,  139,     ,  136,    0,    0,    4,    1,10119,   23,    8,   98,   22,    7,    0,    1,    0,    0,    0
  240,20200929,    2,  290,   20,   40,   40,  151,     ,  145,    0,    0,    0,   -1,10121,   33,    8,   96,   22,    7,    0,    1,    0,    0,    0
  240,20200929,    3,  290,   30,   30,   50,  151,     ,  144,    0,    0,    0,    0,10122,   65,    8,   96,    2,    7,    0,    0,    0,    0,    0
  240,20200929,    4,  290,   40,   40,   60,  146,     ,  140,    0,    0,    5,    1,10127,   26,    8,   96,   52,    7,    0,    1,    0,    0,    0
  240,20200929,    5,  300,   40,   40,   50,  147,     ,  137,    0,    0,    6,    1,10130,   65,    8,   93,   22,    7,    0,    1,    0,    0,    0
  240,20200929,    6,  300,   30,   30,   50,  145,  133,  135,    0,    0,    0,    0,10134,   65,    8,   93,    2,    7,    0,    0,    0,    0,    0
  240,20200929,    7,  290,   30,   20,   40,  148,     ,  135,    0,    5,    0,    0,10139,   65,    8,   92,     ,    5,    0,    0,    0,    0,    0
  240,20200929,    8,  290,   20,   30,   40,  153,     ,  133,    0,   38,    0,    0,10147,   70,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20200929,    9,  290,   30,   20,   40,  167,     ,  136,    7,   92,    0,    0,10149,   70,    1,   81,     ,    5,    0,    0,    0,    0,    0
  240,20200929,   10,  270,   40,   40,   50,  160,     ,  123,    7,  120,    0,    0,10153,   75,    3,   78,     ,    5,    0,    0,    0,    0,    0
  240,20200929,   11,  270,   40,   40,   60,  175,     ,  123,   10,  185,    0,    0,10155,   75,    3,   71,     ,    5,    0,    0,    0,    0,    0
  240,20200929,   12,  290,   30,   30,   60,  174,  141,  107,    6,  167,    0,    0,10155,   81,    8,   64,     ,    5,    0,    0,    0,    0,    0
  240,20200929,   13,  270,   30,   30,   50,  179,     ,   94,    7,  169,    0,    0,10154,   81,    7,   57,     ,    5,    0,    0,    0,    0,    0
  240,20200929,   14,  270,   30,   30,   50,  172,     ,  104,    5,  120,    0,    0,10153,   83,    8,   64,     ,    5,    0,    0,    0,    0,    0
  240,20200929,   15,  280,   30,   30,   60,  173,     ,   97,    9,  114,    0,    0,10153,   83,    8,   60,     ,    5,    0,    0,    0,    0,    0
  240,20200929,   16,  280,   20,   30,   40,  174,     ,  102,   10,   71,    0,    0,10155,   83,    8,   62,     ,    5,    0,    0,    0,    0,    0
  240,20200929,   17,  270,   20,   20,   40,  156,     ,  110,    7,   22,    0,    0,10156,   75,    8,   73,     ,    5,    0,    0,    0,    0,    0
  240,20200929,   18,    0,   10,    0,   20,  158,  141,  102,    0,    1,    0,    0,10158,   80,    8,   69,     ,    5,    0,    0,    0,    0,    0
  240,20200929,   19,  350,   10,   20,   20,  151,     ,  117,    0,    0,    1,    2,10158,   75,    8,   79,   57,    7,    0,    1,    0,    0,    0
  240,20200929,   20,   90,   10,   20,   20,  147,     ,  132,    0,    0,    0,   -1,10159,   70,    8,   90,   81,    7,    0,    1,    0,    0,    0
  240,20200929,   21,  140,   30,   30,   50,  145,     ,  137,    0,    0,    7,    7,10157,   60,    8,   94,   23,    7,    0,    1,    0,    0,    0
  240,20200929,   22,  150,   30,   30,   50,  140,     ,  132,    0,    0,    0,    0,10153,   50,    5,   95,   10,    7,    0,    0,    0,    0,    0
  240,20200929,   23,  160,   30,   30,   40,  140,     ,  132,    0,    0,    0,    0,10152,   50,    1,   94,   10,    7,    0,    0,    0,    0,    0
  240,20200929,   24,  180,   30,   30,   40,  134,  114,  127,    0,    0,    0,    0,10149,   42,    0,   95,   10,    7,    0,    0,    0,    0,    0
  240,20200930,    1,  180,   30,   30,   40,  130,     ,  125,    0,    0,    0,    0,10148,   50,    1,   96,   10,    7,    0,    0,    0,    0,    0
  240,20200930,    2,  190,   30,   30,   40,  126,     ,  121,    0,    0,    0,    0,10146,   29,    7,   97,   10,    7,    0,    0,    0,    0,    0
  240,20200930,    3,  170,   30,   30,   50,  125,     ,  122,    0,    0,    0,    0,10142,    5,    9,   98,   34,    7,    1,    0,    0,    0,    0
  240,20200930,    4,  180,   30,   30,   50,  123,     ,  118,    0,    0,    0,    0,10141,   25,    8,   97,   20,    7,    1,    0,    0,    0,    0
  240,20200930,    5,  180,   30,   30,   40,  123,     ,  118,    0,    0,    0,    0,10137,   25,    7,   96,   10,    7,    0,    0,    0,    0,    0
  240,20200930,    6,  180,   30,   40,   60,  127,  106,  121,    0,    1,    0,    0,10136,   35,    7,   95,   10,    7,    0,    0,    0,    0,    0
  240,20200930,    7,  180,   40,   40,   60,  135,     ,  128,    3,   20,    0,    0,10138,   48,    8,   95,   10,    7,    0,    0,    0,    0,    0
  240,20200930,    8,  180,   40,   40,   60,  144,     ,  131,    0,   31,    0,    0,10137,   59,    8,   91,   10,    7,    0,    0,    0,    0,    0
  240,20200930,    9,  180,   40,   50,   70,  142,     ,  130,    0,   31,    2,    3,10137,   48,    8,   92,   58,    7,    0,    1,    0,    0,    0
  240,20200930,   10,  160,   40,   50,   60,  153,     ,  145,    0,   50,   10,    3,10131,   56,    8,   94,   61,    7,    0,    1,    0,    0,    0
  240,20200930,   11,  160,   40,   50,   70,  162,     ,  145,    1,   88,    0,   -1,10125,   70,    8,   89,   23,    7,    0,    1,    0,    0,    0
  240,20200930,   12,  150,   50,   50,   80,  167,  118,  149,    1,   93,    0,    0,10119,   70,    8,   88,    2,    7,    0,    0,    0,    0,    0
  240,20200930,   13,  160,   50,   60,   80,  173,     ,  150,    1,   51,    0,    0,10112,   61,    8,   86,     ,    5,    0,    0,    0,    0,    0
  240,20200930,   14,  170,   50,   50,   80,  183,     ,  147,    2,   71,    0,    0,10105,   66,    8,   79,     ,    5,    0,    0,    0,    0,    0
  240,20200930,   15,  180,   50,   50,   80,  183,     ,  146,    2,   63,    0,    0,10101,   72,    8,   79,     ,    5,    0,    0,    0,    0,    0
  240,20200930,   16,  190,   40,   40,   70,  184,     ,  153,    2,   41,    0,    0,10098,   70,    8,   82,     ,    5,    0,    0,    0,    0,    0
  240,20200930,   17,  160,   40,   30,   70,  162,     ,  137,    7,   25,    0,    0,10093,   70,    8,   85,     ,    5,    0,    0,    0,    0,    0
  240,20200930,   18,  130,   30,   30,   40,  161,  144,  144,    0,    0,    0,    0,10092,   70,    8,   89,     ,    5,    0,    0,    0,    0,    0
  240,20200930,   19,  140,   40,   40,   60,  162,     ,  145,    0,    0,    0,    0,10086,   70,    8,   89,     ,    5,    0,    0,    0,    0,    0
  240,20200930,   20,  140,   40,   40,   60,  158,     ,  142,    0,    0,    0,    0,10082,   67,    8,   90,     ,    5,    0,    0,    0,    0,    0
  240,20200930,   21,  140,   40,   40,   60,  155,     ,  137,    0,    0,    0,    0,10080,   68,    8,   89,     ,    5,    0,    0,    0,    0,    0
  240,20200930,   22,  150,   50,   50,   80,  157,     ,  131,    0,    0,    0,    0,10071,   70,    8,   84,     ,    5,    0,    0,    0,    0,    0
  240,20200930,   23,  140,   50,   50,   70,  155,     ,  135,    0,    0,    0,    0,10065,   69,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20200930,   24,  150,   50,   50,   70,  156,  143,  133,    0,    0,    0,    0,10057,   70,    8,   86,     ,    5,    0,    0,    0,    0,    0
  240,20201001,    1,  140,   50,   50,   80,  155,     ,  134,    0,    0,    0,    0,10046,   70,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20201001,    2,  150,   50,   50,   80,  155,     ,  136,    0,    0,    0,    0,10039,   70,    8,   88,     ,    5,    0,    0,    0,    0,    0
  240,20201001,    3,  150,   50,   50,   90,  155,     ,  136,    0,    0,    0,    0,10030,   70,    8,   88,     ,    5,    0,    0,    0,    0,    0
  240,20201001,    4,  150,   50,   50,   70,  154,     ,  134,    0,    0,    0,    0,10023,   70,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20201001,    5,  140,   50,   50,   70,  151,     ,  133,    0,    0,    0,    0,10014,   70,    8,   89,     ,    5,    0,    0,    0,    0,    0
  240,20201001,    6,  150,   50,   50,   80,  148,  142,  132,    0,    0,    1,    1,10010,   69,    8,   89,   51,    7,    0,    1,    0,    0,    0
  240,20201001,    7,  130,   50,   50,   80,  146,     ,  132,    0,    5,    0,   -1,10002,   63,    8,   91,   22,    7,    0,    1,    0,    0,    0
  240,20201001,    8,  140,   50,   50,   80,  145,     ,  133,    0,   14,    6,    2, 9998,   60,    8,   92,   51,    7,    0,    1,    0,    0,    0
  240,20201001,    9,  140,   60,   60,   90,  146,     ,  133,    0,   25,   10,    5, 9992,   59,    8,   91,   81,    7,    0,    1,    0,    0,    0
  240,20201001,   10,  140,   60,   50,  100,  146,     ,  133,    0,   36,    4,    1, 9985,   59,    8,   91,   81,    7,    0,    1,    0,    0,    0
  240,20201001,   11,  140,   60,   60,  100,  146,     ,  130,    0,   57,    3,    2, 9979,   60,    8,   90,   51,    7,    0,    1,    0,    0,    0
  240,20201001,   12,  150,   70,   70,  120,  143,  141,  130,    0,   34,    9,   11, 9973,   59,    8,   91,   81,    7,    0,    1,    0,    0,    0
  240,20201001,   13,  150,   80,   80,  120,  143,     ,  129,    0,   35,    8,    4, 9967,   61,    8,   91,   57,    7,    0,    1,    0,    0,    0
  240,20201001,   14,  150,   80,   80,  120,  146,     ,  129,    0,   37,    0,   -1, 9961,   69,    8,   89,   23,    7,    0,    1,    0,    0,    0
  240,20201001,   15,  220,   80,  100,  150,  139,     ,  120,    0,   23,    3,    2, 9958,   70,    8,   88,   23,    7,    0,    1,    0,    0,    0
  240,20201001,   16,  250,   70,   50,  160,  129,     ,  111,    0,   12,    9,   11, 9972,   70,    8,   89,   81,    7,    0,    1,    0,    0,    0
  240,20201001,   17,  200,   40,   50,   70,  128,     ,  116,    0,    9,    5,    1, 9978,   65,    8,   92,   57,    7,    0,    1,    0,    0,    0
  240,20201001,   18,  190,   40,   40,   70,  123,  115,  111,    0,    1,    5,    2, 9982,   65,    8,   92,   23,    7,    0,    1,    0,    0,    0
  240,20201001,   19,  180,   50,   50,   70,  117,     ,  104,    0,    0,    0,    0, 9983,   65,    1,   91,     ,    5,    0,    0,    0,    0,    0
  240,20201001,   20,  170,   40,   40,   60,  116,     ,  106,    0,    0,    0,    0, 9985,   65,    2,   93,     ,    5,    0,    0,    0,    0,    0
  240,20201001,   21,  160,   40,   40,   60,  108,     ,   98,    0,    0,    0,    0, 9988,   65,    8,   93,     ,    5,    0,    0,    0,    0,    0
  240,20201001,   22,  160,   40,   30,   50,  102,     ,   91,    0,    0,    0,    0, 9983,   65,    8,   92,     ,    5,    0,    0,    0,    0,    0
  240,20201001,   23,  140,   30,   40,   50,   98,     ,   88,    0,    0,    0,    0, 9981,   63,    7,   93,     ,    5,    0,    0,    0,    0,    0
  240,20201001,   24,  140,   40,   40,   50,   92,   80,   83,    0,    0,    0,    0, 9980,   59,    8,   94,   10,    7,    0,    0,    0,    0,    0
  240,20201002,    1,  130,   40,   40,   60,   88,     ,   81,    0,    0,    0,    0, 9976,   59,    5,   95,   10,    7,    0,    0,    0,    0,    0
  240,20201002,    2,  110,   40,   40,   50,   86,     ,   79,    0,    0,    0,    0, 9970,   60,    6,   95,     ,    5,    0,    0,    0,    0,    0
  240,20201002,    3,  100,   30,   30,   50,   82,     ,   77,    0,    0,    0,    0, 9963,   56,    8,   96,   10,    7,    0,    0,    0,    0,    0
  240,20201002,    4,   90,   40,   40,   60,   90,     ,   83,    0,    0,    0,    0, 9960,   57,    8,   95,   10,    7,    0,    0,    0,    0,    0
  240,20201002,    5,   90,   40,   40,   60,   90,     ,   82,    0,    0,    0,    0, 9960,   59,    8,   94,   10,    7,    0,    0,    0,    0,    0
  240,20201002,    6,   80,   40,   40,   60,   93,   69,   83,    0,    1,    0,    0, 9958,   62,    8,   93,     ,    5,    0,    0,    0,    0,    0
  240,20201002,    7,   80,   50,   50,   70,  101,     ,   89,    0,   16,    0,    0, 9954,   65,    8,   92,     ,    5,    0,    0,    0,    0,    0
  240,20201002,    8,   90,   50,   60,   80,  117,     ,   98,    2,   51,    0,    0, 9952,   65,    8,   88,     ,    5,    0,    0,    0,    0,    0
  240,20201002,    9,   80,   60,   60,   80,  126,     ,  101,    5,   82,    0,    0, 9948,   70,    8,   84,     ,    5,    0,    0,    0,    0,    0
  240,20201002,   10,   80,   70,   70,  110,  134,     ,   99,    5,  105,    0,    0, 9944,   75,    8,   79,     ,    5,    0,    0,    0,    0,    0
  240,20201002,   11,   70,   70,   70,  110,  139,     ,  103,    1,  103,    0,    0, 9938,   75,    8,   78,     ,    5,    0,    0,    0,    0,    0
  240,20201002,   12,   80,   70,   60,  110,  152,   88,  109,    1,  113,    0,    0, 9932,   75,    8,   75,     ,    5,    0,    0,    0,    0,    0
  240,20201002,   13,   80,   60,   60,   90,  156,     ,  106,    0,   68,    0,    0, 9928,   75,    8,   72,     ,    5,    0,    0,    0,    0,    0
  240,20201002,   14,   80,   60,   50,   90,  153,     ,  110,    0,   43,    0,    0, 9926,   75,    8,   75,     ,    5,    0,    0,    0,    0,    0
  240,20201002,   15,   70,   60,   60,   90,  156,     ,  112,    0,   30,    0,    0, 9926,   75,    8,   75,     ,    5,    0,    0,    0,    0,    0
  240,20201002,   16,   70,   60,   70,  100,  156,     ,  111,    0,   18,    0,    0, 9925,   75,    8,   74,     ,    5,    0,    0,    0,    0,    0
  240,20201002,   17,   60,   70,   60,  100,  153,     ,  117,    0,    4,    0,   -1, 9926,   75,    8,   79,   23,    7,    0,    1,    0,    0,    0
  240,20201002,   18,   60,   70,   70,  100,  155,  144,  114,    0,    0,    0,    0, 9927,   75,    8,   76,    2,    7,    0,    0,    0,    0,    0
  240,20201002,   19,   60,   70,   70,  110,  156,     ,  114,    0,    0,    0,    0, 9926,   75,    8,   76,     ,    5,    0,    0,    0,    0,    0
  240,20201002,   20,   60,   80,   80,  110,  152,     ,  119,    0,    0,    0,    0, 9919,   75,    8,   80,     ,    5,    0,    0,    0,    0,    0
  240,20201002,   21,   60,   80,   80,  120,  147,     ,  121,    0,    0,    0,   -1, 9910,   65,    8,   84,   23,    7,    0,    1,    0,    0,    0
  240,20201002,   22,   70,   70,   70,  110,  145,     ,  122,    0,    0,    0,   -1, 9911,   61,    8,   86,   81,    7,    0,    1,    0,    0,    0
